LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
E01029870,Babergh 010A,E07000200,Babergh,18.08,16296,5,0.199,15716,5,0.102,18248,6,28.442,9641,3,-0.089,17722,6,-0.514,24128,8,33.183,4725,2,8.17,25801,8,0.316,15929,5,0.161,15888,5,0.884,5520,2,0.229,16099,5,62.104,2897,1,-0.71,19116,6,-0.477,25835,8,-0.176,18912,6,1167,212,278,754
E01029871,Babergh 011A,E07000200,Babergh,12.04,22553,7,0.104,25487,8,0.078,23507,7,8.71,24026,8,-0.853,28076,9,-1.471,32625,10,32.95,4859,2,33.5,7586,3,0.15,26799,8,0.102,21752,7,-0.209,19587,6,0.154,26936,8,69.983,1745,1,-3.538,30033,9,0.723,4875,2,-0.237,20056,6,1447,200,631,767
E01029872,Babergh 010B,E07000200,Babergh,8.404,26963,8,0.077,29065,9,0.068,26099,8,7.692,25154,8,-0.952,29051,9,-1.517,32778,10,34.892,3934,2,7.524,26515,8,0.133,28046,9,0.05,30064,9,-0.665,26102,8,0.187,22130,7,68.005,2021,1,-1.432,22412,7,-0.544,27134,9,-0.159,18549,6,1522,228,571,861
E01029873,Babergh 011B,E07000200,Babergh,19.33,15252,5,0.144,20770,7,0.102,18310,6,20.56,13972,5,-0.698,26341,8,-0.482,23655,8,40.915,1874,1,38.831,5349,2,0.291,17246,6,0.099,22048,7,0.566,8784,3,0.196,20770,7,73.39,1315,1,-0.592,18536,6,0.871,3327,1,-0.273,20689,7,2234,297,879,1267
E01029874,Babergh 011C,E07000200,Babergh,14.072,20323,7,0.095,26785,8,0.061,27937,9,12.945,19921,6,-1.012,29586,9,-1.163,30996,10,43.13,1358,1,36.133,6425,2,0.186,24088,8,0.062,27898,9,0.057,15610,5,0.18,23197,7,78.528,733,1,-1.564,22968,7,0.879,3254,1,-1.145,32259,10,1711,265,600,1045
E01029875,Babergh 009A,E07000200,Babergh,15.282,19008,6,0.121,23221,7,0.067,26229,8,11.364,21422,7,-1.38,31940,10,-0.465,23456,7,37.913,2794,1,45.162,3321,1,0.197,23242,7,0.079,25016,8,0.004,16379,5,0.165,25440,8,76.104,989,1,-3.452,29813,9,1.093,1691,1,-1.022,31432,10,2379,386,817,1374
E01029876,Babergh 001A,E07000200,Babergh,22.304,12930,4,0.171,18033,6,0.111,16775,5,21.581,13316,4,-0.934,28879,9,-0.718,26799,8,44.469,1093,1,47.93,2660,1,0.352,14147,5,0.084,24146,8,0.514,9411,3,0.217,17733,6,80.676,533,1,-1.964,24672,8,1.095,1682,1,-0.294,21111,7,2188,349,789,1251
E01029877,Babergh 005A,E07000200,Babergh,12.097,22495,7,0.064,30789,10,0.058,28707,9,3.687,29773,9,-0.545,24318,8,-0.503,23952,8,39.181,2358,1,35.404,6742,2,0.062,32446,10,0.084,24249,8,-1.098,30312,9,0.153,27155,9,77.591,835,1,-3.489,29922,9,0.695,5162,2,0.127,13317,4,1557,245,510,925
E01029878,Babergh 005B,E07000200,Babergh,7.675,27843,9,0.084,28241,9,0.068,25999,8,8.979,23755,8,-0.761,27060,9,-0.39,22367,7,21.664,14825,5,13.855,20086,6,0.111,29737,9,0.061,27984,9,-0.419,22817,7,0.184,22590,7,48.128,6124,2,-2.464,26635,8,-0.468,25650,8,0.475,8191,3,1297,152,549,718
E01029879,Babergh 005C,E07000200,Babergh,12.898,21552,7,0.139,21268,7,0.084,22010,7,14.985,18153,6,-0.793,27438,9,-0.515,24144,8,29.057,7251,3,22.836,13332,4,0.259,19130,6,0.097,22403,7,0.046,15762,5,0.207,19168,6,59.865,3241,1,-2.027,24942,8,0.082,14136,5,0.434,8694,3,1857,309,604,1080
E01029880,Babergh 006A,E07000200,Babergh,14.599,19766,6,0.131,22205,7,0.087,21545,7,9.484,23216,7,-0.997,29468,9,-0.725,26872,8,36.47,3292,1,35.879,6531,2,0.195,23390,7,0.114,20385,7,-0.453,23310,7,0.193,21143,7,68.631,1935,1,-0.938,20203,6,0.796,4116,2,-0.253,20357,7,1886,254,708,1083
E01029881,Babergh 002A,E07000200,Babergh,15.433,18852,6,0.092,27220,9,0.053,29913,9,11.965,20826,7,-1.269,31368,10,-1.111,30631,10,47.112,649,1,43.384,3842,2,0.172,25117,8,0.049,30085,9,0.018,16184,5,0.171,24411,8,84.966,217,1,-3.202,29096,9,1.057,1918,1,-1.124,32127,10,2102,359,734,1202
E01029882,Babergh 010C,E07000200,Babergh,10.027,24946,8,0.118,23590,7,0.082,22608,7,7.296,25587,8,-0.805,27577,9,-0.857,28332,9,29.351,7032,3,13.625,20289,7,0.201,22927,7,0.09,23366,7,-0.567,24877,8,0.174,24051,8,64.499,2536,1,-3.588,30159,9,0.05,14748,5,-0.981,31096,10,1526,211,582,856
E01029883,Babergh 010D,E07000200,Babergh,8.426,26937,8,0.08,28775,9,0.056,29185,9,6.358,26674,8,-1.213,31032,10,-0.787,27544,9,32.687,5003,2,18.659,16276,5,0.155,26396,8,0.059,28485,9,-0.873,28370,9,0.181,22910,7,68.934,1889,1,-3.108,28811,9,0.14,13086,4,-0.205,19483,6,2013,284,803,1079
E01029884,Babergh 002B,E07000200,Babergh,21.604,13440,4,0.225,13927,5,0.139,12717,4,30.756,8636,3,0.122,14613,5,-0.425,22862,7,32.574,5069,2,10.481,23270,7,0.42,11132,4,0.119,19851,6,0.703,7284,3,0.286,9996,3,60.731,3112,1,-0.673,18931,6,-0.133,18543,6,-0.788,29119,9,1731,324,446,1066
E01029885,Babergh 002C,E07000200,Babergh,9.739,25267,8,0.088,27744,9,0.062,27622,9,15.253,17937,6,-1.215,31050,10,-1.232,31444,10,30.928,6037,2,21.648,14144,5,0.169,25349,8,0.049,30158,9,-0.107,18034,6,0.227,16361,5,64.617,2518,1,-2.399,26400,8,0.373,9327,3,-0.646,27177,9,2375,370,942,1291
E01029886,Babergh 008A,E07000200,Babergh,33.067,6915,3,0.336,7830,3,0.217,5536,2,40.118,5454,2,0.861,5856,2,0.712,6878,3,25.55,10334,4,4.116,30482,10,0.509,7690,3,0.231,11414,4,1.126,3603,2,0.304,8391,3,40.071,10398,4,1.112,11256,4,-0.716,29740,9,-0.494,24766,8,1336,235,471,710
E01029887,Babergh 008B,E07000200,Babergh,10.379,24511,8,0.139,21294,7,0.073,24907,8,16.281,17094,6,-0.532,24138,8,-0.063,17730,6,21.74,14737,5,5.113,29355,9,0.278,17976,6,0.084,24168,8,0.034,15935,5,0.223,16894,6,44.483,7675,3,-1.193,21316,7,-0.582,27780,9,-0.513,25075,8,2054,333,630,1200
E01029888,Babergh 008C,E07000200,Babergh,26.934,9921,3,0.289,10124,3,0.155,10694,4,48.304,3545,2,0.319,11949,4,0.277,12648,4,28.339,7851,3,3.052,31611,10,0.429,10774,4,0.22,12023,4,1.336,2332,1,0.338,5880,2,42.075,9055,3,1.452,10035,3,-0.747,30074,9,-0.717,28223,9,1307,263,302,804
E01029889,Babergh 008D,E07000200,Babergh,32.905,6994,3,0.34,7632,3,0.166,9561,3,54.09,2487,1,0.171,13929,5,1.084,3428,2,33.146,4751,2,1.803,32869,10,0.498,8094,3,0.258,9976,3,1.316,2441,1,0.383,3236,1,47.925,6212,2,1.648,9403,3,-0.83,30968,10,-1.059,31672,10,1400,313,301,837
E01029890,Babergh 008E,E07000200,Babergh,13.674,20746,7,0.167,18357,6,0.08,22951,7,21.295,13502,4,-0.628,25443,8,-0.24,20281,7,31.046,5950,2,5.203,29248,9,0.329,15308,5,0.082,24476,8,0.361,11336,4,0.237,15145,5,54.946,4225,2,-0.118,16407,5,-0.416,24591,8,-1.28,32873,10,1717,382,309,1109
E01029891,Babergh 008F,E07000200,Babergh,15.506,18766,6,0.176,17617,6,0.119,15369,5,22.917,12521,4,-0.63,25473,8,-0.262,20584,7,28.654,7601,3,3.904,30721,10,0.276,18107,6,0.082,24486,8,0.216,13328,4,0.274,11136,4,52.334,4811,2,-0.477,17988,6,-0.679,29242,9,-0.606,26579,8,2185,447,504,1332
E01029892,Babergh 004A,E07000200,Babergh,26.504,10185,4,0.303,9422,3,0.178,8484,3,33.778,7484,3,0.136,14408,5,0.413,10744,4,19.932,17127,6,25.282,11939,4,0.503,7921,3,0.198,13373,4,0.92,5226,2,0.28,10498,4,41.371,9508,3,-0.972,20330,7,0.384,9177,3,-0.051,16469,5,2031,407,608,1124
E01029894,Babergh 004C,E07000200,Babergh,8.334,27065,9,0.098,26403,8,0.066,26669,8,16.583,16847,5,-0.66,25874,8,-1.265,31642,10,21.904,14551,5,13.402,20511,7,0.16,26004,8,0.092,23027,7,0.061,15539,5,0.224,16862,5,46.945,6563,2,-1.9,24413,8,-0.122,18300,6,-0.206,19507,6,1127,154,387,677
E01029895,Babergh 004D,E07000200,Babergh,3.513,32283,10,0.056,31538,10,0.042,31978,10,5.233,27978,9,-1.25,31257,10,-1.511,32754,10,22.22,14161,5,3.864,30766,10,0.102,30244,9,0.04,31541,10,-1.02,29734,9,0.173,24145,8,50.23,5392,2,-3.04,28594,9,-0.561,27444,9,-0.97,31002,10,1154,195,425,619
E01029896,Babergh 004E,E07000200,Babergh,16.77,17493,6,0.244,12675,4,0.123,14877,5,19.982,14381,5,0.121,14624,5,-0.462,23407,7,17.568,20474,7,9.481,24311,8,0.419,11145,4,0.239,10971,4,0.124,14636,5,0.254,13206,4,42.063,9070,3,-2.361,26246,8,-0.341,23030,7,-0.254,20385,7,1290,174,528,685
E01029897,Babergh 011D,E07000200,Babergh,12.273,22267,7,0.093,27072,9,0.064,27093,9,8.403,24352,8,-1.264,31341,10,-1.138,30809,10,40.031,2103,1,33.092,7776,3,0.117,29287,9,0.088,23574,7,-0.322,21284,7,0.164,25481,8,70.143,1718,1,-0.079,16227,5,0.784,4222,2,-0.784,29084,9,2463,536,701,1263
E01029898,Babergh 001B,E07000200,Babergh,14.788,19555,6,0.177,17492,6,0.112,16602,5,15.194,17980,6,-0.568,24681,8,-1.072,30326,9,29.38,7015,3,18.141,16669,5,0.414,11364,4,0.123,19387,6,-0.164,18910,6,0.233,15683,5,58.278,3522,2,-1.45,22488,7,0.201,11975,4,-0.555,25790,8,2000,210,925,1063
E01029899,Babergh 009B,E07000200,Babergh,12.2,22370,7,0.073,29640,9,0.069,25867,8,5.274,27936,9,-1.093,30232,9,-0.672,26224,8,41.227,1784,1,31.762,8431,3,0.146,27092,9,0.047,30463,10,-0.993,29496,9,0.172,24253,8,79.746,606,1,-3.748,30531,10,0.717,4948,2,-0.514,25100,8,1821,234,736,1018
E01029900,Babergh 003A,E07000200,Babergh,19.645,14989,5,0.227,13793,5,0.145,11864,4,21.733,13205,4,-0.373,21928,7,-0.44,23096,7,32.157,5304,2,13.258,20640,7,0.307,16405,5,0.189,13975,5,0.365,11275,4,0.242,14641,5,56.283,3946,2,0.004,15829,5,-0.079,17397,6,-0.365,22416,7,1787,258,751,918
E01029901,Babergh 003B,E07000200,Babergh,12.133,22451,7,0.122,23106,7,0.076,24158,8,15.409,17803,6,-0.677,26064,8,-0.332,21556,7,25.654,10210,4,26.682,11139,4,0.269,18489,6,0.068,26881,8,-0.101,17942,6,0.228,16218,5,49.346,5680,2,-0.915,20085,6,0.431,8482,3,-0.026,16002,5,2442,285,1089,1301
E01029902,Babergh 009C,E07000200,Babergh,14.557,19816,6,0.098,26402,8,0.066,26612,8,9.721,22968,7,-1.215,31053,10,-1.29,31778,10,43.204,1346,1,41.821,4317,2,0.177,24744,8,0.06,28210,9,-0.327,21377,7,0.184,22575,7,82.468,383,1,-5.132,32693,10,0.956,2623,1,-0.328,21753,7,2213,296,851,1314
E01029903,Babergh 010E,E07000200,Babergh,5.003,30891,10,0.072,29796,9,0.043,31860,10,6.28,26757,8,-1.268,31361,10,-0.914,28904,9,26.587,9349,3,2.949,31718,10,0.133,28045,9,0.046,30685,10,-0.417,22785,7,0.14,28722,9,60.465,3155,1,-4.386,31776,10,-0.905,31628,10,-0.536,25468,8,1533,243,588,799
E01029904,Babergh 010F,E07000200,Babergh,8.662,26634,8,0.103,25608,8,0.07,25662,8,17.267,16319,5,-1.037,29767,9,-0.861,28385,9,26.98,8981,3,2.993,31678,10,0.195,23389,7,0.059,28437,9,0.428,10455,4,0.178,23471,7,60.995,3057,1,-4.249,31564,10,-0.801,30678,10,-0.646,27176,9,1673,272,583,927
E01029905,Babergh 010G,E07000200,Babergh,10.27,24653,8,0.071,29871,9,0.048,30850,10,4.22,29159,9,-1.031,29729,9,-1.333,32010,10,33.83,4414,2,40.711,4679,2,0.124,28735,9,0.065,27328,9,-0.862,28280,9,0.148,27770,9,71.351,1572,1,-3.611,30212,9,0.748,4604,2,0.519,7702,3,1196,190,430,686
E01029906,Babergh 009D,E07000200,Babergh,16.761,17508,6,0.118,23682,8,0.071,25415,8,8.917,23808,8,-0.777,27249,9,-0.812,27858,9,36.527,3277,1,57.514,1097,1,0.156,26283,8,0.113,20445,7,-0.232,19926,6,0.161,26000,8,73.185,1334,1,-2.578,27055,9,1.28,828,1,-0.097,17407,6,1847,299,759,967
E01029907,Babergh 001C,E07000200,Babergh,16.445,17773,6,0.131,22159,7,0.069,25844,8,12.434,20381,7,-1.382,31947,10,-0.968,29483,9,44.097,1159,1,43.044,3938,2,0.336,14964,5,0.07,26409,8,-0.057,17256,6,0.188,21973,7,80.773,525,1,-2.221,25714,8,0.979,2439,1,-0.291,21040,7,2353,280,1034,1299
E01029908,Babergh 005D,E07000200,Babergh,4.565,31369,10,0.059,31219,10,0.042,31897,10,9.927,22764,7,-1.243,31217,10,-0.32,21386,7,16.976,21352,7,7.535,26511,8,0.11,29750,9,0.039,31621,10,-0.297,20904,7,0.183,22668,7,42.47,8769,3,-3.031,28574,9,-0.823,30911,10,0.11,13611,5,1654,308,312,1122
E01029909,Babergh 005E,E07000200,Babergh,8.481,26866,8,0.112,24358,8,0.062,27601,9,20.763,13848,5,-0.789,27389,9,-0.506,24007,8,19.288,18024,6,6.369,27850,9,0.211,22200,7,0.069,26606,8,0.391,10957,4,0.227,16426,5,39.353,10928,4,-0.638,18782,6,-0.778,30437,10,-0.067,16800,5,1552,235,328,1114
E01029910,Babergh 005F,E07000200,Babergh,28.089,9256,3,0.305,9266,3,0.179,8365,3,61.83,1359,1,0.285,12412,4,-0.074,17895,6,14.752,24520,8,5.913,28386,9,0.473,9004,3,0.272,9289,3,1.87,551,1,0.351,5008,2,37.591,12323,4,-2.033,24961,8,-0.598,28083,9,-0.326,21721,7,1194,244,259,760
E01029911,Babergh 004F,E07000200,Babergh,12.672,21809,7,0.088,27655,9,0.065,26768,8,10.376,22332,7,-0.907,28628,9,-1.415,32404,10,40.785,1912,1,31.826,8398,3,0.141,27500,9,0.077,25252,8,-0.13,18378,6,0.169,24766,8,78.994,683,1,-3.353,29541,9,0.678,5370,2,-0.278,20783,7,2234,313,909,1233
E01029912,Babergh 007A,E07000200,Babergh,27.145,9803,3,0.281,10539,4,0.164,9784,3,35.183,7002,3,0.428,10559,4,0.988,4196,2,18.94,18485,6,15.295,18868,6,0.431,10692,4,0.215,12322,4,0.636,8020,3,0.335,6043,2,32.977,16743,5,0.731,12668,4,-0.075,17323,6,-0.064,16739,5,1873,338,486,1153
E01029913,Babergh 007B,E07000200,Babergh,10.614,24237,8,0.113,24288,8,0.112,16588,5,17.203,16365,5,-0.196,19302,6,-0.914,28908,9,11.929,28100,9,9.612,24176,8,0.301,16741,5,0.057,28782,9,0.206,13475,4,0.213,18386,6,33.941,15748,5,-2.087,25160,8,-0.44,25084,8,-0.046,16362,5,1118,81,603,504
E01029914,Babergh 007C,E07000200,Babergh,27.211,9758,3,0.295,9823,3,0.16,10183,4,54.098,2485,1,0.04,15833,5,0.53,9117,3,23.272,12848,4,4.531,30040,9,0.458,9636,3,0.173,15005,5,1.611,1136,1,0.332,6274,2,39.993,10462,4,0.474,13735,5,-0.623,28458,9,-0.557,25825,8,1581,343,303,1021
E01029915,Babergh 007D,E07000200,Babergh,12.827,21627,7,0.147,20433,7,0.107,17371,6,16.085,17250,6,-0.03,16878,6,-0.03,17222,6,11.291,28818,9,12.774,21069,7,0.225,21333,7,0.094,22762,7,0.183,13776,5,0.202,19870,6,29.594,20232,6,-1.065,20751,7,-0.145,18804,6,-0.239,20096,6,1204,149,389,750
E01029916,Babergh 007E,E07000200,Babergh,28.507,9041,3,0.374,6260,2,0.17,9191,3,44.06,4481,2,0.327,11841,4,0.248,13113,4,24.174,11831,4,3.148,31506,10,0.572,5570,2,0.22,12029,4,0.987,4653,2,0.358,4536,2,36.199,13565,5,1.534,9762,3,-0.713,29713,9,-0.747,28621,9,1351,325,234,831
E01029917,Babergh 003C,E07000200,Babergh,8.69,26591,8,0.126,22683,7,0.075,24219,8,17.384,16227,5,-0.761,27066,9,-0.758,27261,9,20.567,16275,5,2.258,32430,10,0.212,22192,7,0.081,24688,8,0.094,15062,5,0.229,16195,5,43.682,8081,3,-1.455,22505,7,-0.976,32162,10,-0.642,27115,9,2065,351,705,1153
E01029918,Babergh 007F,E07000200,Babergh,24.288,11556,4,0.228,13695,5,0.16,10260,4,29.044,9387,3,0.062,15539,5,0.991,4168,2,20.462,16403,5,20.095,15228,5,0.289,17398,6,0.137,17995,6,0.447,10235,4,0.305,8323,3,34.187,15521,5,0.932,11922,4,-0.126,18398,6,0.579,7029,3,1135,175,374,685
E01029919,Babergh 007G,E07000200,Babergh,15.235,19060,6,0.143,20890,7,0.1,18700,6,21.256,13529,5,-0.085,17655,6,-0.034,17270,6,18.193,19577,6,28.178,10280,4,0.27,18473,6,0.094,22751,7,0.452,10176,4,0.223,16907,6,38.614,11499,4,-0.835,19692,6,0.509,7432,3,-0.091,17290,6,1601,218,548,964
E01029920,Babergh 007H,E07000200,Babergh,24.155,11654,4,0.269,11196,4,0.146,11764,4,27.674,10040,3,0.279,12475,4,0.889,5075,2,8.846,31157,10,28.143,10293,4,0.579,5337,2,0.21,12607,4,0.739,6881,3,0.248,13955,5,28.393,21496,7,-1.868,24260,8,0.289,10585,4,0.522,7680,3,1920,195,789,1092
E01029921,Babergh 006B,E07000200,Babergh,11.87,22741,7,0.164,18643,6,0.078,23591,7,14.234,18766,6,-0.572,24731,8,-0.847,28240,9,31.036,5956,2,5.434,28982,9,0.451,9884,3,0.051,29821,9,0.033,15952,5,0.199,20249,6,60.887,3083,1,-1.321,21886,7,-0.592,27979,9,-0.423,23520,7,1377,195,571,767
E01029922,Babergh 006C,E07000200,Babergh,20.582,14272,5,0.207,15178,5,0.118,15580,5,19.699,14580,5,-0.483,23491,7,-0.527,24301,8,41.725,1654,1,26.285,11364,4,0.328,15334,5,0.169,15306,5,0.336,11682,4,0.223,16954,6,72.142,1465,1,-0.002,15854,5,0.519,7291,3,-0.443,23890,8,1589,274,529,906
E01029923,Babergh 006D,E07000200,Babergh,10.867,23932,8,0.128,22457,7,0.069,25904,8,11.392,21392,7,-0.713,26532,8,-0.949,29265,9,34.539,4095,2,9.467,24333,8,0.235,20658,7,0.086,23848,8,-0.334,21481,7,0.205,19369,6,63.384,2723,1,-0.455,17896,6,-0.166,19254,6,-0.968,30981,10,1544,269,439,945
E01034559,Babergh 004G,E07000200,Babergh,12.42,22116,7,0.184,16913,6,0.086,21567,7,17.341,16258,5,-0.248,20062,6,-0.547,24549,8,22.311,14045,5,5.248,29193,9,0.294,17146,6,0.079,24881,8,0.558,8871,3,0.151,27360,9,50.77,5240,2,-3.215,29137,9,-0.753,30148,9,-0.249,20291,7,1916,511,390,1084
E01034560,Babergh 004H,E07000200,Babergh,11.962,22643,7,0.152,19940,6,0.097,19313,6,18.526,15406,5,-0.537,24211,8,-0.594,25203,8,22.574,13716,5,7.864,26153,8,0.363,13611,5,0.046,30605,10,0.329,11790,4,0.211,18652,6,46.599,6698,2,-1.465,22564,7,-0.542,27104,9,-0.111,17681,6,1458,214,601,742
E01030152,East Suffolk 019A,E07000244,East Suffolk,8.914,26315,8,0.077,29136,9,0.055,29302,9,17.234,16340,5,-0.553,24440,8,-1.205,31268,10,26.122,9774,3,18.29,16547,5,0.157,26223,8,0.06,28214,9,0.267,12615,4,0.204,19573,6,58.768,3436,2,-3.807,30674,10,0.164,12627,4,-0.361,22341,7,2002,151,1258,830
E01030153,East Suffolk 019B,E07000244,East Suffolk,16.926,17351,6,0.188,16570,5,0.088,21198,7,25.764,10975,4,-0.181,19096,6,-0.534,24370,8,25.877,9998,3,29.05,9817,3,0.442,10237,4,0.094,22738,7,0.57,8746,3,0.255,13105,4,52.917,4667,2,-1.726,23683,8,0.635,5879,2,-0.547,25649,8,1188,160,517,628
E01030154,East Suffolk 017A,E07000244,East Suffolk,18.155,16235,5,0.086,27918,9,0.06,28250,9,10.913,21821,7,-1.134,30522,10,-1.318,31935,10,51.872,156,1,52.591,1766,1,0.153,26549,8,0.062,27911,9,0.058,15590,5,0.148,27800,9,81.693,439,1,0.374,14160,5,1.193,1170,1,-0.258,20439,7,2187,307,877,1228
E01030155,East Suffolk 022A,E07000244,East Suffolk,11.626,23021,7,0.136,21583,7,0.085,21975,7,17.069,16491,5,-0.441,22929,7,-0.635,25734,8,25.87,10004,3,9.469,24329,8,0.232,20892,7,0.08,24838,8,0.314,11985,4,0.195,20890,7,41.264,9584,3,0.949,11859,4,-0.291,21946,7,-0.388,22855,7,2025,289,681,1166
E01030158,East Suffolk 028A,E07000244,East Suffolk,10.71,24134,8,0.091,27364,9,0.089,20900,7,20.094,14299,5,-0.197,19317,6,-1.474,32634,10,26.526,9403,3,3.179,31474,10,0.378,12940,4,0.025,33180,10,0.483,9756,3,0.204,19541,6,55.962,4005,2,-2.23,25755,8,-0.591,27968,9,-1.261,32809,10,1557,111,928,693
E01030159,East Suffolk 028B,E07000244,East Suffolk,13.692,20733,7,0.143,20859,7,0.08,23102,7,29.104,9361,3,-0.207,19469,6,-0.431,22954,7,11.607,28473,9,29.081,9798,3,0.287,17490,6,0.05,29944,9,0.709,7210,3,0.269,11724,4,31.558,18168,6,-1.445,22463,7,0.287,10609,4,0.616,6612,2,1462,231,498,841
E01030160,East Suffolk 029A,E07000244,East Suffolk,28.225,9196,3,0.362,6722,2,0.185,7842,3,39.733,5566,2,0.632,8176,3,0.093,15430,5,16.119,22627,7,8.907,24982,8,0.668,2996,1,0.284,8795,3,1.106,3748,2,0.304,8376,3,35.458,14264,5,-0.715,19138,6,-0.596,28041,9,0.087,13969,5,1616,233,578,952
E01030161,East Suffolk 029B,E07000244,East Suffolk,23.877,11863,4,0.277,10754,4,0.128,14166,5,39.24,5687,2,0.507,9580,3,0.139,14726,5,17.612,20412,7,20.927,14648,5,0.44,10335,4,0.165,15585,5,1.231,2928,1,0.275,11002,4,36.196,13570,5,-0.39,17605,6,0.137,13126,4,0.098,13804,5,1727,386,304,1087
E01030162,East Suffolk 030A,E07000244,East Suffolk,25.702,10659,4,0.236,13182,4,0.163,9865,3,36.588,6493,2,0.454,10254,4,0.447,10268,4,13.155,26564,8,34.108,7291,3,0.386,12604,4,0.182,14408,5,1.039,4231,2,0.287,9951,3,31.017,18750,6,-0.683,18972,6,0.674,5417,2,0.058,14522,5,1523,183,647,811
E01030163,East Suffolk 030B,E07000244,East Suffolk,27.927,9353,3,0.303,9378,3,0.184,7956,3,39.114,5725,2,0.745,6986,3,-0.005,16862,5,16.383,22269,7,21.518,14233,5,0.489,8440,3,0.22,12030,4,0.944,5005,2,0.326,6716,2,37.464,12425,4,-1.22,21428,7,0.271,10882,4,-0.206,19496,6,1789,307,453,1116
E01030164,East Suffolk 028C,E07000244,East Suffolk,7.991,27476,9,0.094,26916,8,0.058,28674,9,14.099,18882,6,0.1,14926,5,-1.296,31810,10,13.504,26134,8,13.754,20175,6,0.205,22610,7,0.06,28326,9,-0.305,21022,7,0.234,15548,5,32.465,17266,6,-0.89,19969,6,-0.162,19172,6,-0.057,16606,5,1509,196,678,774
E01030165,East Suffolk 030C,E07000244,East Suffolk,19.983,14733,5,0.147,20484,7,0.11,16994,6,33.946,7431,3,0.236,13028,4,0.034,16293,5,16.014,22778,7,41.315,4485,2,0.245,20003,6,0.096,22568,7,1.027,4329,2,0.262,12366,4,30.179,19636,6,0.401,14030,5,0.903,3054,1,-0.083,17128,6,1704,232,614,998
E01030166,East Suffolk 028D,E07000244,East Suffolk,4.125,31741,10,0.04,32829,10,0.051,30276,9,5.341,27841,9,-0.435,22837,7,-1.313,31914,10,15.412,23620,7,10.381,23387,7,0.097,30565,10,0.024,33248,10,-0.775,27367,9,0.161,25989,8,37.293,12567,4,-1.591,23095,7,-0.339,22972,7,-0.125,17946,6,1385,124,761,650
E01030167,East Suffolk 030D,E07000244,East Suffolk,10.319,24599,8,0.092,27198,9,0.067,26192,8,10.677,22049,7,-0.124,18253,6,-0.651,25937,8,16.339,22332,7,35.287,6794,3,0.18,24484,8,0.068,26861,8,-0.075,17551,6,0.166,25244,8,34.333,15374,5,-0.353,17418,6,0.859,3442,2,-1.189,32479,10,1338,142,632,689
E01030168,East Suffolk 029C,E07000244,East Suffolk,44.033,3591,2,0.39,5678,2,0.261,3208,1,73.571,402,1,1.07,4091,2,0.934,4648,2,17.377,20741,7,9.35,24468,8,0.441,10301,4,0.341,6568,2,2.293,116,1,0.386,3054,1,36.374,13400,4,-0.524,18204,6,-0.521,26695,8,0.049,14690,5,1421,274,435,790
